ResponseId,CHECK,SM_VOLUME,SM_FREQ1,SM_FREQ2,SM_FREQ3,SM_FREQ4,SM_FREQ5,SM_FREQ6,SM_FREQ7,SM_FREQ8,SM_FREQ9,SM_FREQ10,SM_FREQ11,NSMCS_1,NSMCS_2,NSMCS_3,NSMCS_4,NSMCS_5,NSMCS_6,PSQI1,PSQI3,PSQI2,PSQI4,PSQI5_1,PSQI5_2,PSQI5_3,PSQI5_4,PSQI5_5,PSQI5_6,PSQI5_7,PSQI5_8,PSQI5_9,PSQI5_10,PSQI6,PSQI7,PSQI8,PSQI9,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSA7,PSA8,PSA9,PSA10,PSA11,PSA12,PSA13,PSA14,PSA15,PSA16,EMOINVEST_1,EMOINVEST_2,EMOINVEST_3,EMOINVEST_4,EMOINVEST_5,EMOINVEST_6,EMOINVEST_7,EMOINVEST_8,EMOINVEST_9,EMOINVEST_10,AGE,GENDER,MALE,NONBIN,RACE_WHITE,RACE_BLACK,RACE_LATIN,RACE_ASIAN,RACE_AIAN,RACE_NHOPI,RACE_MULTI,RACE_OTHER,EDUC,psaTOT,isiTOT,eminvTOT,nscmsTOT,smfreqTOT,PSQI_Quality,PSQI_Latc1,PSQI_Latc2,PSQI_Latsum,PSQI_Latency,PSQI_Duration,PSQI_TIB,PSQI_TIB2,PSQI_DUR,PSQI_EffRaw,PSQI_Efficiency,PSQI_Distraw,PSQI_Disturbance,PSQI_Medication,PSQI_DayRaw,PSQI_Dysfunction,PSQI_TotScore
R_16hdm26HihD0BVX,2,3,4,2,2,2,3,2,2,4,4,4,5,4,5,4,3,4,4,7,10,4,9,3,2,2,3,3,3,3,3,4,4,1,3,2,1,3,3,2,3,2,2,2,3,2,3,3,3,4,3,3,3,4,3,3,3,2,4,3,2,3,4,4,4,4,4,4,3,4,26,2,0,0,0,1,0,0,0,0,0,0,1,3.0625,10,3.6,4,3.09090909090909,0,0,2,2,1,3,25.5,1.5,4,2.66666666666667,0,18,2,0,3,2,8
R_5CQupLqp5AbwiuD,2,4,2,2,2,7,6,1,3,1,6,1,7,3,4,4,5,5,2,47,17,30,16,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,1,3,3,2,1,1,3,4,5,4,2,4,4,3,2,3,1,1,1,2,1,1,3,3,6,3,4,5,6,1,6,4,19,2,0,0,1,0,0,0,0,0,0,0,2,2.5625,6,4.1,3.83333333333333,3.45454545454545,1,1,1,2,1,0,9,9,7.5,.833333333333333,1,1,1,2,1,1,7
R_7YNj9l9Mi6ro6fn,2,4,7,7,1,6,4,1,7,7,7,1,7,4,6,4,6,4,6,41,13,30,13,3,3,1,2,3,2,3,4,3,3,3,1,4,2,4,5,4,3,2,4,5,3,5,1,3,4,2,5,2,5,2,1,4,4,1,5,4,5,3,6,2,6,2,1,6,2,5,28,2,0,0,1,0,0,0,0,0,0,0,4,3.1875,20,3.8,5,5,1,1,2,3,2,1,10,10,6,.6,3,15,2,2,3,2,13
R_31cm7mx48Cbmg4X,2,4,1,6,2,7,7,1,7,1,7,1,7,6,6,4,5,5,2,46,21,30,18,3,3,3,3,2,3,3,1,1,1,1,2,3,2,3,3,3,2,2,2,4,3,3,4,5,3,4,3,4,4,5,3,3,3,1,4,3,4,5,3,5,3,3,3,4,4,5,19,2,0,0,1,0,0,0,0,0,0,0,3,3.4375,12,3.9,4.66666666666667,4.27272727272727,1,1,2,3,2,0,11.5,11.5,8.5,.739130434782609,2,11,2,0,3,2,9
R_6EYZlE5o6HrJlqv,2,3,6,5,3,6,6,3,3,3,5,1,7,4,6,6,3,4,3,7,23,30,13,4,4,4,1,4,3,4,1,4,1,1,3,2,2,3,4,4,5,3,3,3,3,3,5,3,4,3,3,4,2,3,4,3,3,3,3,3,4,4,5,4,4,4,3,3,3,3,25,2,0,0,1,0,0,0,0,0,0,0,3,3.25,18,3.7,4.33333333333333,4.36363636363636,1,1,3,4,2,1,32,8,6,.75,1,17,2,0,3,2,9
R_1P6hrRL9T8KnGul,2,3,2,5,3,7,1,1,7,1,7,1,3,4,4,4,4,4,6,22,11,30,18,4,2,3,2,3,2,1,3,3,2,1,2,2,4,5,5,2,5,5,3,4,2,4,3,2,3,3,4,2,2,1,3,3,5,4,2,2,2,3,3,4,4,4,4,5,4,5,18,2,0,0,0,0,0,0,0,0,1,0,2,2.8125,22,3.8,4.33333333333333,3.45454545454545,3,1,3,4,2,0,18.5,18.5,8.5,.459459459459459,3,12,2,0,2,1,11
R_18lmHZtWlS8cO8F,2,2,2,5,1,2,1,1,1,1,2,1,3,1,1,6,6,6,6,4,6,60,11,4,4,4,4,1,2,2,2,4,2,1,1,1,3,5,5,3,4,5,5,5,3,4,2,2,3,1,1,2,2,4,5,4,4,2,2,4,4,5,6,5,3,1,4,4,4,4,19,2,0,0,0,1,0,0,0,0,0,0,1,2.8125,25,4,4.33333333333333,1.81818181818182,2,2,3,5,3,2,25,1,5,5,0,16,2,0,0,0,9
R_7cAb04XxmkGi25e,2,3,1,1,2,6,6,1,2,1,1,1,2,5,5,5,6,4,5,46,13,30,13,4,1,1,3,2,4,3,2,3,2,1,3,4,3,3,1,1,4,3,4,4,4,3,4,4,1,3,4,2,5,5,4,2,3,2,2,2,4,1,3,2,2,4,4,3,5,4,18,2,0,0,1,0,0,0,0,0,0,0,2,3.125,13,3.2,5,2.18181818181818,2,1,3,4,2,1,7.5,7.5,6,.8,1,12,2,0,5,3,11
R_7IgGCA1zHIjRs4b,2,4,6,6,6,6,4,3,2,2,5,1,5,1,3,2,4,4,3,47,17,30,16,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,4,4,4,3,4,4,1,4,3,2,3,2,3,3,3,3,4,4,3,4,4,3,4,3,4,29,2,0,0,0,1,0,0,0,0,0,0,4,3.0625,2,3.6,2.83333333333333,4.18181818181818,1,1,0,1,1,0,9,9,7.5,.833333333333333,1,1,1,1,1,1,6
R_5yqqgbCk7aaRUxH,2,2,5,7,4,7,1,1,1,1,5,1,2,4,5,4,4,5,4,42,14,10,21,1,2,1,1,3,1,1,2,1,1,3,1,1,2,1,2,2,2,1,1,2,1,3,3,1,3,2,2,3,1,2,2,1,1,2,1,2,2,1,1,1,1,2,3,1,2,1,29,2,0,0,0,1,0,0,0,0,0,0,2,1.875,4,1.5,4.33333333333333,3.18181818181818,1,0,0,0,0,0,10,10,10,1,0,4,1,2,0,0,4
R_1eC1bYG8p7ztrih,2,3,2,7,7,7,7,1,1,1,7,1,7,5,5,4,4,4,4,7,10,20,5,3,2,2,3,2,3,2,3,2,2,2,2,3,2,4,4,3,4,2,3,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,4,4,5,5,4,3,4,4,5,26,2,0,0,0,1,0,0,0,0,0,0,2,3.5625,16,4.1,4.33333333333333,4.36363636363636,1,1,2,3,2,3,25.5,1.5,2,1.33333333333333,0,12,2,1,3,2,11
R_70NvBAUlYOsaMBI,2,2,7,6,1,2,7,1,1,1,5,1,7,4,3,5,3,5,3,13,33,60,9,2,2,2,2,1,1,2,3,3,2,1,1,1,2,3,2,4,3,2,3,2,3,3,3,4,2,3,4,2,4,3,3,3,2,3,3,4,3,5,3,2,2,2,1,4,6,4,23,2,0,0,1,0,0,0,0,0,0,0,1,3.0625,12,3.2,3.83333333333333,3.54545454545455,1,2,1,3,2,3,34,10,4,.4,3,9,1,0,0,0,10
R_7FzG3FimVyxlVrM,2,3,3,3,1,1,2,1,6,6,1,1,2,6,6,6,3,3,3,1,19,20,18,2,4,4,1,1,2,2,4,4,4,1,1,4,3,2,4,3,4,3,4,3,2,4,3,3,4,4,4,2,2,2,2,2,5,5,2,2,4,3,2,2,2,2,4,1,2,2,26,2,0,0,1,0,0,0,0,0,0,0,3,3,16,2.4,4.5,2.45454545454545,2,1,1,2,1,0,33,9,8.5,.944444444444444,0,17,2,0,3,2,7
R_7rHtiQ4UGekTFYu,2,3,6,7,1,4,1,1,1,4,7,1,4,4,2,5,2,5,4,44,15,10,22,3,2,4,1,4,3,1,1,1,1,3,1,1,1,2,1,3,1,4,2,2,3,3,2,4,5,2,2,4,3,4,2,1,1,2,2,1,5,4,3,4,3,5,5,4,3,3,25,2,0,0,0,0,1,0,0,0,0,0,2,2.5625,8,3.9,3.66666666666667,3.36363636363636,0,0,2,2,1,0,9.5,9.5,10.5,1.10526315789474,0,9,1,2,0,0,4
R_5n8xcwuI8bmJXRf,2,3,2,6,6,6,2,1,1,1,1,1,1,4,5,3,5,2,6,1,18,20,18,2,3,1,3,4,2,2,3,2,4,3,2,3,1,3,5,3,3,1,4,2,4,2,1,5,2,4,5,2,5,2,1,3,3,4,5,4,3,3,5,3,2,5,5,3,1,5,30,2,0,0,1,0,0,0,0,0,0,0,5,3.25,14,3.5,4.16666666666667,2.54545454545455,0,1,1,2,1,0,32.5,8.5,8.5,1,0,15,2,2,3,2,7
R_5iWE6EzpJqxvKW5,2,4,7,7,3,7,7,1,1,1,7,1,7,1,1,1,1,1,1,1,13,160,12,4,4,4,1,2,2,4,1,1,2,1,1,4,2,4,4,5,5,3,3,3,4,4,3,4,5,3,4,3,3,3,3,4,3,1,3,3,3,4,4,3,4,3,5,4,4,4,28,2,0,0,0,1,0,0,0,0,0,0,2,3.3125,20,3.8,1,4.45454545454545,1,3,3,6,3,2,30,6,5.5,.916666666666667,0,12,2,0,3,2,10
R_7CJ0WG5B4C3bxbv,2,1,2,3,1,2,1,1,1,1,1,1,7,1,4,4,3,3,3,6,8,30,12,1,2,4,1,2,2,1,1,2,1,3,3,1,1,2,3,2,5,5,3,1,1,2,1,1,2,3,4,3,3,4,1,1,2,2,3,3,3,5,4,3,6,3,3,2,2,4,30,2,0,0,1,0,0,0,0,0,0,0,3,2.25,14,3.5,3,1.90909090909091,0,1,0,1,1,2,25,1,5.5,5.5,0,7,1,2,2,1,7
R_3V4mSr4Nnx4brTD,2,3,7,5,5,6,5,3,5,4,6,1,7,4,4,4,4,4,4,42,12,25,14,3,3,4,1,1,2,2,2,3,1,1,2,1,2,3,2,3,2,2,1,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,25,2,0,0,1,0,0,0,0,0,0,0,3,2.875,8,3.8,4,4.90909090909091,1,1,2,3,2,1,9,9,6.5,.722222222222222,2,10,2,0,1,1,9
R_3GYx59oygbMXGkV,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,9,10,2,2,2,4,2,4,2,2,2,2,4,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,2,0,0,1,0,0,0,0,0,0,0,1,1,5,1,2.66666666666667,1.09090909090909,1,0,1,1,1,3,28,4,.5,.125,3,15,2,0,0,0,10
R_6f8yYRcj032j793,2,2,7,6,5,4,5,6,7,6,5,1,4,6,5,4,5,6,5,45,15,100,12,4,3,2,3,4,3,2,3,4,1,2,2,2,2,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1,2,3,2,3,4,3,2,3,3,25,2,0,0,0,1,0,0,0,0,0,0,4,3.5,14,2.6,5.16666666666667,5.09090909090909,1,3,3,6,3,2,9,9,5.5,.611111111111111,3,16,2,1,2,1,13
R_5NnwDAFaq9VFLEQ,2,4,6,7,6,7,7,1,6,1,7,1,5,5,5,5,5,5,1,4,17,215,15,4,3,4,1,1,2,3,1,1,3,1,3,4,1,2,3,2,2,1,5,3,2,4,4,2,5,3,3,3,4,2,4,3,5,2,2,4,4,3,5,6,2,4,6,6,4,4,22,2,0,0,0,1,0,0,0,0,0,0,2,3.25,11,4.4,4.33333333333333,4.90909090909091,0,3,3,6,3,0,30.5,6.5,7,1.07692307692308,0,10,2,0,5,3,8
R_1lmjV96VrXXtN7G,2,3,6,7,7,7,2,4,6,5,7,1,6,1,1,1,1,1,2,18,20,15,9,4,3,3,4,3,4,3,3,4,3,2,2,2,1,3,3,4,4,4,4,3,4,3,3,3,3,4,4,2,3,4,4,3,4,3,4,2,3,3,2,4,4,3,4,5,5,4,30,2,0,0,0,1,1,0,0,0,0,0,5,3.3125,18,3.7,1.16666666666667,5.27272727272727,0,0,3,3,2,3,25,1,4,4,0,21,3,1,2,1,10
R_7EWCwemSs8Y0bz3,2,4,7,7,1,1,1,7,1,1,1,1,4,6,4,1,5,6,5,5,25,25,19,2,4,4,1,1,3,3,1,1,1,1,1,1,1,1,3,2,3,1,4,1,1,3,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,3,6,1,5,6,29,2,0,0,1,0,0,0,0,0,0,0,2,1.5625,8,3.5,4.5,2.90909090909091,0,1,1,2,1,0,34,10,9,.9,0,10,2,0,0,0,3
R_125wQGOneQVLd0W,2,4,7,7,6,7,3,6,7,1,7,1,6,3,4,6,4,5,5,9,13,40,8,4,4,4,2,2,1,4,1,2,1,1,2,3,3,4,3,3,4,2,3,4,2,4,5,5,2,5,5,2,3,4,2,4,4,1,3,3,1,1,2,4,5,2,6,1,6,3,27,2,0,0,0,1,0,0,0,0,0,0,3,3.375,16,3.1,4.5,5.27272727272727,2,2,3,5,3,3,26,2,3.5,1.75,0,12,2,0,3,2,12
R_1b2HkFVG9opzqlP,1,2,7,7,2,7,7,1,1,1,7,1,7,1,6,6,6,6,6,7,14,90,8,4,4,4,4,1,4,3,3,4,1,1,3,4,4,5,5,5,5,3,5,4,4,1,1,1,4,4,3,3,2,5,5,3,3,5,5,3,6,6,5,4,5,5,4,6,6,5,28,2,0,0,1,0,0,0,0,0,0,0,5,3.25,25,5.2,5.16666666666667,4.36363636363636,3,3,3,6,3,3,27.5,3.5,3.5,1,0,19,3,0,5,3,15
R_5IvdDy442HPE9ua,2,2,7,7,7,7,3,7,6,5,2,1,2,3,1,3,4,3,3,8,14,53,20,3,4,4,1,1,2,3,3,1,1,1,1,3,1,1,1,1,1,5,1,1,3,4,3,4,5,3,2,2,1,1,1,1,2,1,2,1,1,3,2,3,2,5,6,1,5,6,29,2,0,0,0,1,0,0,0,0,0,0,3,2.25,4,3.4,2.83333333333333,4.90909090909091,0,2,2,4,2,0,27,3,9.5,3.16666666666667,0,11,2,0,2,1,5
R_7vpIK6mpyp5Lcrf,2,1,7,1,1,1,1,1,2,1,1,1,5,6,6,6,6,6,3,45,16,5,17,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,30,2,0,0,1,0,0,0,0,0,0,0,1,2,1,2.3,5.5,2,0,0,0,0,0,0,9.5,9.5,8,.842105263157895,1,1,1,0,0,0,2
R_5ypb5yXWOCgzLqZ,2,2,2,2,1,2,1,1,5,2,1,1,7,1,1,1,1,1,3,3,17,20,14,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,25,2,0,0,1,0,0,0,0,0,0,0,4,1.25,1,1.6,1.33333333333333,2.27272727272727,0,1,0,1,1,1,31,7,6.5,.928571428571429,0,2,1,0,1,1,4
R_3v344mfLx0W48m7,2,4,1,7,1,7,1,2,2,1,4,1,1,5,5,5,5,5,5,4,21,120,18,4,3,3,1,1,2,4,3,2,2,1,1,3,3,3,2,3,4,4,3,3,3,3,3,4,3,4,3,2,2,4,4,3,3,2,3,3,3,3,4,5,3,3,4,4,2,4,20,2,0,0,1,0,0,0,0,0,0,0,3,3.0625,15,3.5,5,2.54545454545455,2,3,3,6,3,0,32.5,8.5,8.5,1,0,12,2,0,2,1,8
R_3wN1x9qCNvpwNZw,2,2,6,5,6,7,5,6,6,6,6,1,7,2,2,2,2,2,2,3,13,40,8,2,3,2,2,2,3,2,3,4,3,2,4,3,2,4,3,4,3,3,2,3,1,1,2,2,1,2,2,2,3,1,2,2,1,1,2,1,1,2,2,2,4,3,3,2,5,4,27,2,0,0,1,0,0,0,0,0,0,0,2,1.625,15,2.8,2,5.54545454545455,1,2,1,3,2,3,29,5,3.5,.7,2,15,2,1,5,3,14
R_1fdAqsH9qyEVVtM,2,2,3,4,3,2,2,4,5,3,6,1,1,3,4,2,2,3,3,43,16,15,6,3,3,2,3,2,1,3,1,2,2,2,1,3,1,3,1,4,2,3,2,4,2,4,4,4,3,3,2,2,2,3,4,3,4,3,4,2,2,5,3,5,5,2,2,3,3,4,18,2,0,0,1,0,0,0,0,0,0,0,4,3.0625,12,3.4,2.83333333333333,3.09090909090909,0,0,2,2,1,3,10.5,10.5,2.5,.238095238095238,3,10,2,1,2,1,11
R_5qXOimZY3ff5aE1,2,3,5,5,4,4,4,6,5,2,6,1,5,6,6,6,6,6,6,4,14,30,12,4,3,2,1,1,2,2,3,3,2,2,3,4,3,3,2,3,4,3,3,3,3,3,3,3,2,3,4,3,2,3,4,3,2,2,3,3,4,3,4,4,2,3,4,2,4,4,28,2,0,0,1,0,0,0,1,0,0,0,5,2.875,14,3.4,6,4.27272727272727,2,1,3,4,2,2,29,5,5.5,1.1,0,10,2,1,5,3,12
R_5YeUj2a34t2bZt1,2,3,6,7,5,6,6,5,5,5,7,3,6,4,5,6,5,6,3,6,17,50,14,4,3,4,3,3,2,4,3,2,2,2,2,3,3,3,3,4,4,3,3,2,5,3,3,5,4,4,4,3,4,5,3,3,4,3,4,5,5,3,3,4,4,3,5,4,4,4,25,2,0,0,1,0,0,0,0,0,0,0,3,3.875,15,3.9,4.83333333333333,5.54545454545455,2,2,3,5,3,1,29.5,5.5,6.5,1.18181818181818,0,17,2,1,3,2,11
R_3jq6ZJ9jVjG9zmI,2,1,1,3,1,1,1,1,2,1,6,1,5,2,3,3,4,4,3,2,22,15,16,3,4,3,1,4,1,1,3,1,1,1,1,3,2,2,3,1,3,3,2,2,3,2,2,3,3,4,4,5,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,5,1,2,23,2,0,0,0,0,0,1,0,0,0,0,2,2.1875,9,1.7,3.16666666666667,2.09090909090909,1,0,2,2,1,0,34,10,7.5,.75,1,10,2,0,2,1,6
R_5HFhyUF6z5IuYeB,2,3,7,3,1,3,7,2,2,2,7,1,2,4,6,6,3,4,4,1,16,60,13,4,4,1,4,1,4,1,3,1,4,1,1,3,3,4,4,3,4,1,3,4,4,4,4,5,4,4,4,3,3,4,3,3,4,3,1,3,1,1,4,1,1,1,4,1,6,1,24,2,0,0,1,0,0,0,0,0,0,0,4,3.5,16,2.1,4.5,3.36363636363636,2,2,3,5,3,1,31.5,7.5,6,.8,1,14,2,0,2,1,10
R_3Jlz3WmKkZDGDCW,2,1,7,1,1,7,1,1,1,2,7,1,7,3,3,3,2,2,2,43,13,0,19,2,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,3,3,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,4,3,3,3,2,3,24,2,0,0,0,0,1,0,0,0,0,0,3,1.5625,4,2.4,2.5,3.27272727272727,1,0,1,1,1,0,9,9,9,1,0,4,1,0,0,0,3
R_1CURfTGXFGfuApW,2,3,6,5,1,7,7,1,1,1,7,1,6,4,6,5,4,6,4,45,14,7,17,2,3,1,1,1,1,1,2,1,1,1,2,3,2,3,2,2,2,3,3,2,1,3,4,5,3,1,4,3,2,3,1,1,1,1,1,1,5,6,6,3,5,6,6,2,6,4,20,2,0,0,0,0,1,0,0,0,0,0,4,2.1875,10,4.9,4.83333333333333,3.90909090909091,1,0,1,1,1,0,8.5,8.5,8,.941176470588235,0,3,1,0,3,2,5
R_5Qa5a49tv4FITao,2,3,3,5,1,2,6,1,1,1,6,1,6,3,2,2,2,1,1,2,25,60,5,1,3,3,2,4,2,1,4,2,2,1,2,1,3,2,2,3,4,3,2,3,1,3,1,1,4,2,2,3,3,3,1,3,1,1,1,3,1,1,3,3,3,3,3,3,5,5,23,2,0,0,1,0,0,0,0,0,0,0,2,2.0625,12,3,1.83333333333333,3,2,2,0,2,1,3,35.5,11.5,2,.173913043478261,3,14,2,0,1,1,12
R_3PXzlC7UpBlHt1T,2,3,6,1,1,7,7,2,4,2,7,1,7,6,6,6,4,3,4,1,13,60,14,4,4,2,1,1,4,2,3,4,1,1,1,4,2,4,4,4,3,1,2,2,3,5,5,4,5,5,5,5,3,5,2,2,5,5,3,3,2,4,6,4,6,6,6,1,6,6,26,2,0,0,1,0,0,0,0,0,0,0,3,4.0625,13,4.7,4.83333333333333,4.09090909090909,1,2,3,5,3,1,30,6,6.5,1.08333333333333,0,13,2,0,3,2,9
R_1Rx4jTuwGyZ0OtU,2,4,7,6,6,5,1,3,1,1,1,1,7,3,2,2,4,4,6,5,17,60,13,4,3,4,1,1,1,1,1,3,1,1,1,1,3,3,3,2,4,2,2,1,2,3,4,4,3,4,4,3,1,2,1,1,1,4,2,1,3,2,5,5,2,3,4,1,5,3,28,2,0,0,1,0,0,0,0,0,0,0,2,2.5,10,3.3,3.5,3.54545454545455,2,2,3,5,3,1,30,6,6,1,0,7,1,0,0,0,7
R_5B5IbABFBJlffRJ,2,4,7,7,1,7,7,2,2,2,7,1,7,6,6,6,4,3,1,43,13,20,13,1,4,4,1,1,1,4,1,1,1,4,1,3,3,1,3,1,4,1,3,3,1,3,5,4,2,4,5,4,2,2,1,4,1,3,5,5,1,1,3,1,1,1,4,2,6,1,28,2,0,0,1,0,0,0,0,0,0,0,2,3.1875,9,2.1,4.33333333333333,4.54545454545455,2,1,0,1,1,1,9,9,6,.666666666666667,2,9,1,3,2,1,11
R_6S1cmk6LQwHPzBt,2,2,1,4,1,1,6,1,3,1,1,1,4,4,4,5,6,6,3,47,13,60,13,3,4,4,2,2,1,3,2,1,1,1,1,3,3,3,3,4,5,4,3,3,2,5,4,4,3,4,5,4,2,2,2,3,1,2,1,1,2,1,1,1,1,2,3,3,3,3,29,2,0,0,1,0,0,0,0,0,0,0,5,2.8125,18,2,4.66666666666667,2.18181818181818,2,2,2,4,2,1,7,7,6,.857142857142857,0,11,2,0,2,1,8
R_75TrqmhByXmDgOs,2,3,7,1,1,3,1,1,3,1,4,1,4,1,2,1,6,6,1,44,14,90,20,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,3,18,2,0,0,1,0,0,0,0,0,0,0,2,1,0,3.1,2.83333333333333,2.45454545454545,1,3,1,4,2,0,9,9,9.5,1.05555555555556,0,5,1,0,0,0,4
R_6NDN9lOAUJdkKNq,2,2,1,3,2,5,7,2,2,1,4,1,1,1,6,6,4,6,6,1,18,90,15,4,4,4,1,1,3,3,1,1,3,4,1,4,3,5,5,1,4,3,2,4,2,4,4,4,4,4,4,5,1,1,1,1,3,1,1,3,1,1,3,1,4,4,4,1,4,3,23,2,0,0,1,0,0,0,0,0,0,0,2,2.6875,17,2.6,4.83333333333333,2.63636363636364,2,3,3,6,3,0,32.5,8.5,7,.823529411764706,1,12,2,3,3,2,13
R_116AxrkHlOGzzeT,2,2,7,7,7,7,7,3,3,7,7,1,7,4,4,5,4,5,4,2,3,14,5,2,2,3,3,4,3,2,1,1,1,1,1,2,1,2,1,2,1,1,1,3,3,4,4,3,4,4,3,3,3,4,5,4,4,3,2,2,3,5,5,4,4,4,4,4,4,4,24,2,0,0,0,1,0,0,0,0,0,0,2,3.4375,4,4.1,4.33333333333333,5.72727272727273,0,0,1,1,1,3,24.5,.5,2,4,0,11,2,0,1,1,7
R_7RvAy3GaGP9vxWW,2,3,6,3,1,1,1,1,2,2,1,1,3,1,1,4,2,2,1,46,12,60,14,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,3,1,1,1,1,2,1,1,3,2,2,2,1,1,3,1,1,2,1,2,1,1,1,1,2,1,1,4,4,2,29,2,0,0,1,0,0,0,0,0,0,0,2,1.625,3,1.8,1.83333333333333,2,1,2,0,2,1,1,7,7,6.5,.928571428571429,0,5,1,0,1,1,5
R_7I0V9zniU4XEqd3,2,2,7,3,2,4,4,2,1,1,4,1,6,3,3,5,5,2,3,47,46,20,12,2,3,3,3,1,3,3,3,3,2,2,2,3,2,1,1,3,3,2,3,2,2,4,4,5,3,4,3,3,3,5,4,3,3,4,3,3,3,4,3,4,5,4,4,5,4,3,24,2,0,0,0,0,1,0,0,0,0,0,3,3.5,8,3.9,3.5,3.18181818181818,1,1,1,2,1,2,23.5,23.5,5.5,.234042553191489,3,15,2,1,3,2,12
R_6D4ROBu43SwcbYJ,2,4,6,7,5,6,6,2,1,1,7,1,6,5,5,6,6,6,6,7,17,240,10,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,5,3,3,3,2,3,3,4,4,3,2,2,3,4,4,3,1,3,3,4,2,5,4,4,5,5,3,6,6,4,29,2,0,0,1,0,0,0,0,0,0,0,3,3,18,4.4,5.66666666666667,4.36363636363636,3,3,3,6,3,3,29,5,4.5,.9,0,26,3,3,4,2,17
R_7EsoeddUjsYIOxr,2,4,4,4,1,7,7,2,2,2,7,1,2,3,2,5,5,1,3,4,24,60,15,4,3,2,1,1,1,4,4,1,1,3,1,3,2,3,2,2,4,4,2,3,3,5,5,5,2,4,4,5,2,1,1,4,1,1,5,1,3,2,4,2,2,3,5,2,5,5,20,2,0,0,1,0,0,0,0,0,0,0,3,3.0625,13,3.3,3.16666666666667,3.54545454545455,1,2,3,5,3,0,34,10,7,.7,2,9,1,2,2,1,10
R_3ysdE5mHK2L08Cz,2,4,7,5,6,7,7,1,4,1,7,1,3,1,3,6,1,1,3,14,25,150,10,4,4,3,1,1,1,4,2,1,1,1,1,2,3,4,1,1,5,2,4,4,5,5,5,5,3,5,5,2,1,2,3,2,1,3,1,4,1,1,4,1,3,1,5,2,6,6,20,2,0,0,0,1,0,0,0,0,0,0,2,3.25,14,3,2.5,4.45454545454545,2,3,3,6,3,3,29.5,5.5,4.5,.818181818181818,1,9,1,0,1,1,11
R_75g5aBBkkty3Gmt,2,3,2,6,5,7,6,1,4,1,6,1,4,6,6,6,6,6,5,3,17,10,14,3,4,3,2,1,2,3,3,3,1,1,1,2,2,3,4,4,4,1,2,4,5,5,5,5,5,5,5,5,3,3,2,2,4,3,2,2,3,2,2,4,4,3,4,3,6,5,21,2,0,0,0,1,1,0,0,0,0,0,2,3.8125,15,3.6,5.83333333333333,3.90909090909091,1,0,2,2,1,1,31,7,6.5,.928571428571429,0,13,2,0,1,1,6
R_5ixAFJ9qPS8xLlT,2,3,7,7,6,6,6,6,5,4,7,1,7,5,6,5,6,6,5,48,15,50,13,4,4,3,2,1,3,4,2,4,4,1,1,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,2,3,4,5,4,5,4,5,5,5,6,5,5,2,5,5,26,2,0,0,1,0,0,0,0,0,0,0,6,4.3125,25,4.7,5.5,5.63636363636364,2,2,3,5,3,1,7.5,7.5,6,.8,1,18,2,0,2,1,10
R_6EGZTBUtfrQtTH3,2,3,6,7,1,6,6,1,1,1,7,1,5,1,1,1,4,3,1,1,18,30,19,1,4,4,1,1,3,4,2,4,1,1,1,1,2,2,1,3,3,1,1,1,2,2,2,2,5,3,3,3,1,1,1,3,5,1,1,5,6,3,2,2,2,1,5,1,6,3,25,2,0,0,1,0,0,0,0,0,0,0,2,2.5,5,3.1,1.83333333333333,3.81818181818182,1,1,0,1,1,0,32.5,8.5,9,1.05882352941176,0,15,2,0,0,0,4
