ResponseId,CHECK,SM_VOLUME,SM_FREQ1,SM_FREQ2,SM_FREQ3,SM_FREQ4,SM_FREQ5,SM_FREQ6,SM_FREQ7,SM_FREQ8,SM_FREQ9,SM_FREQ10,SM_FREQ11,NSMCS_1,NSMCS_2,NSMCS_3,NSMCS_4,NSMCS_5,NSMCS_6,PSQI1,PSQI3,PSQI2,PSQI4,PSQI5_1,PSQI5_2,PSQI5_3,PSQI5_4,PSQI5_5,PSQI5_6,PSQI5_7,PSQI5_8,PSQI5_9,PSQI5_10,PSQI6,PSQI7,PSQI8,PSQI9,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSA7,PSA8,PSA9,PSA10,PSA11,PSA12,PSA13,PSA14,PSA15,PSA16,EMOINVEST_1,EMOINVEST_2,EMOINVEST_3,EMOINVEST_4,EMOINVEST_5,EMOINVEST_6,EMOINVEST_7,EMOINVEST_8,EMOINVEST_9,EMOINVEST_10,AGE,GENDER,MALE,NONBIN,RACE_WHITE,RACE_BLACK,RACE_LATIN,RACE_ASIAN,RACE_AIAN,RACE_NHOPI,RACE_MULTI,RACE_OTHER,EDUC,psaTOT,isiTOT,eminvTOT,nscmsTOT,smfreqTOT,PSQI_Quality,PSQI_Latc1,PSQI_Latc2,PSQI_Latsum,PSQI_Latency,PSQI_Duration,PSQI_TIB,PSQI_TIB2,PSQI_DUR,PSQI_EffRaw,PSQI_Efficiency,PSQI_Distraw,PSQI_Disturbance,PSQI_Medication,PSQI_DayRaw,PSQI_Dysfunction,PSQI_TotScore
R_57e8VvK4EwCIpYy,2,3,2,6,3,7,5,5,1,1,6,2,5,4,4,5,4,4,4,5,11,30,7,4,3,3,1,4,1,1,3,3,1,2,2,3,2,4,3,4,3,3,4,3,4,4,5,5,4,3,4,5,4,3,2,1,1,1,2,2,5,4,4,5,5,4,4,1,6,4,24,1,1,0,0,0,1,0,0,0,0,0,4,3.125,17,4.2,4.16666666666667,3.90909090909091,1,1,3,4,2,3,27,3,3,1,0,11,2,1,3,2,11
R_5D6AacriTtxfKgN,2,4,6,6,7,7,6,5,5,4,7,1,7,1,2,3,4,4,5,48,13,30,13,3,3,4,3,2,2,3,4,3,2,1,1,2,1,3,3,2,2,2,3,2,3,5,3,2,3,4,4,3,2,5,4,3,2,5,4,3,6,5,4,6,5,4,4,3,3,5,24,1,1,0,0,1,0,0,0,0,0,0,2,3.4375,10,4.5,3.16666666666667,5.54545454545455,0,1,2,3,2,1,6.5,6.5,6,.923076923076923,0,17,2,0,1,1,6
R_5koZv08VpZ5wjVg,2,1,2,3,1,3,2,1,2,3,4,1,1,1,1,1,2,1,1,44,10,10,12,1,1,1,1,2,1,1,4,4,1,1,1,1,3,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,1,1,0,1,0,0,0,0,0,0,0,4,3,9,3,1.16666666666667,2.09090909090909,2,0,0,0,0,2,7,7,5.5,.785714285714286,1,7,1,0,0,0,6
R_6iksPMxiQnGH9f1,2,2,4,4,3,4,4,4,4,4,4,4,3,3,4,5,3,3,4,1,10,30,15,3,2,3,2,2,2,2,3,2,2,3,3,3,2,3,4,5,3,3,3,4,2,3,3,3,3,3,3,2,2,4,2,4,3,3,3,5,3,3,5,5,5,4,4,4,4,4,20,1,1,0,1,0,0,0,0,0,0,0,3,3,18,4.1,3.66666666666667,3.81818181818182,1,1,2,3,2,0,28.5,4.5,7,1.55555555555556,0,11,2,2,4,2,9
R_7LZ7qyEk6ZGg0mt,2,4,7,7,7,7,7,1,1,1,7,7,7,1,1,1,1,1,1,3,9,34,3,2,1,2,1,3,2,1,1,1,1,3,2,3,1,1,1,1,1,1,1,3,3,5,3,4,5,5,5,5,5,2,4,5,1,1,2,1,1,6,6,1,1,1,6,1,6,6,23,1,1,0,1,0,0,0,0,0,0,0,3,3.5,2,3.5,1,5.36363636363636,0,2,1,3,2,3,27,3,1,.333333333333333,3,4,1,2,3,2,13
R_3iKWr5vajYujmw3,2,2,7,7,6,7,6,1,1,1,7,1,6,2,2,4,2,1,4,5,6,63,16,1,3,4,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,3,1,3,1,1,2,1,1,1,3,1,1,5,4,4,2,4,5,5,1,5,5,23,1,1,0,1,0,0,0,0,0,0,0,2,1.5,4,4,2.5,4.54545454545455,0,3,0,3,2,0,24.5,.5,7.5,15,0,6,1,0,0,0,3
R_5FDGd5NrzaveA7H,2,3,4,6,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,1,18,40,18,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,3,4,2,3,1,1,1,1,1,1,1,1,3,3,3,6,6,6,6,6,1,6,6,19,1,1,0,0,1,0,0,0,0,0,0,2,1.875,1,4.9,1,2.54545454545455,0,2,1,3,2,0,32.5,8.5,8.5,1,0,4,1,0,0,0,3
R_6dFDKgexKS1Z4TP,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,44,19,30,25,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,3,3,4,2,2,2,3,3,3,1,28,1,1,0,0,0,0,1,0,0,0,0,5,1.875,0,2.6,1.83333333333333,2,0,1,0,1,1,0,11.5,11.5,12,1.04347826086957,0,0,0,1,1,1,3
R_7F9VXFmitVQmFPC,2,4,7,7,5,5,6,6,6,6,7,7,6,6,6,6,5,4,5,3,22,30,14,3,3,4,4,3,3,3,3,3,3,3,2,3,2,4,4,5,1,4,4,4,5,5,4,5,5,4,5,3,3,4,5,4,3,1,1,4,4,5,5,5,4,4,5,5,4,3,23,1,1,0,1,0,0,0,0,0,0,0,2,3.8125,19,4.4,5.33333333333333,6.18181818181818,1,1,2,3,2,1,33.5,9.5,6.5,.684210526315789,2,20,3,2,3,2,13
R_1QDMLmudv4eKu0A,2,2,6,7,4,4,5,4,4,1,4,1,5,4,3,5,2,2,3,4,15,30,17,2,3,3,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,3,2,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,4,3,1,26,1,1,0,1,0,0,0,0,0,0,0,2,1.9375,6,2.3,3.16666666666667,4.09090909090909,1,1,1,2,1,0,29.5,5.5,8,1.45454545454545,0,6,1,0,1,1,4
R_6j8TG4A0pxPOhKM,2,3,5,2,6,5,5,6,1,1,7,1,7,1,2,4,1,5,6,1,15,30,15,4,3,1,1,1,1,3,2,1,1,1,1,2,2,2,3,2,2,1,1,1,1,4,2,3,4,3,4,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,6,1,3,2,30,1,1,0,0,1,0,0,0,0,0,0,3,1.9375,5,2.2,3.16666666666667,4.18181818181818,1,1,3,4,2,0,31,7,7,1,0,5,1,0,1,1,5
R_57DJBRAhNPrOYRH,2,1,4,6,4,1,1,4,1,1,3,1,7,5,4,6,2,5,5,5,15,60,14,4,4,4,3,2,1,4,1,2,1,1,1,3,3,3,3,4,5,2,3,4,1,5,3,4,4,5,5,1,3,3,1,2,1,1,1,2,1,1,1,2,1,2,4,2,2,4,30,1,1,0,1,0,0,0,0,0,0,0,2,2.625,17,2,4.5,3,2,2,3,5,3,1,29,5,6.5,1.3,0,13,2,0,2,1,9
R_7pFQKU8PmEWYExz,2,3,6,6,5,6,5,3,3,3,6,1,3,4,4,5,3,3,4,46,13,60,11,4,3,2,1,1,1,1,2,1,1,3,2,3,3,4,2,1,4,4,4,4,4,5,3,3,2,5,5,4,2,2,1,2,1,2,3,3,4,5,6,6,4,4,6,1,6,6,30,1,1,0,1,0,0,0,0,0,0,0,4,2.9375,16,4.8,3.83333333333333,4.27272727272727,2,2,3,5,3,2,7.5,7.5,5,.666666666666667,2,4,1,2,3,2,14
R_4wpqldsY6QFaRlK,2,2,6,4,5,7,5,1,3,6,5,2,2,4,3,5,4,3,5,6,37,420,16,3,4,2,3,2,3,4,2,3,1,2,3,2,2,4,5,2,2,4,3,3,3,4,5,2,3,4,3,2,3,4,5,2,3,4,2,3,4,5,3,1,4,5,3,4,5,3,24,1,1,0,0,1,0,0,0,0,0,0,5,3.25,16,3.7,4,4.18181818181818,1,3,2,5,3,0,39.5,15.5,7.5,.483870967741935,3,15,2,1,3,2,12
R_5BrWGORzEJJ3iM1,2,3,1,5,1,1,5,1,1,1,1,1,1,3,4,3,3,4,6,8,6,89,8,4,2,3,2,2,3,4,3,3,3,1,2,3,3,3,5,5,2,4,4,3,3,4,5,1,2,1,3,4,5,1,5,1,4,2,2,3,4,4,2,3,6,6,6,5,6,4,21,1,1,0,0,0,0,0,1,0,0,0,6,2.875,19,4.6,3.83333333333333,1.72727272727273,2,3,3,6,3,3,23,23,3.5,.152173913043478,3,16,2,0,3,2,15
R_52USALru2vzwUcY,2,2,4,6,5,5,5,1,1,3,7,3,3,6,5,6,3,3,1,1,11,6,17,4,4,2,1,2,4,2,1,1,1,3,3,4,1,4,2,3,2,4,4,3,5,4,3,4,4,5,4,4,3,2,4,3,3,4,3,3,4,3,5,5,6,4,1,4,4,5,23,1,1,0,1,0,0,0,0,0,0,0,5,3.625,15,4.1,4,3.90909090909091,0,0,3,3,2,0,29,5,8,1.6,0,9,1,2,5,3,8
R_6n2LZDGRyl0rxqF,2,2,1,3,1,7,7,1,1,7,7,1,7,6,6,6,4,1,6,1,11,60,11,4,4,4,1,1,3,2,1,1,1,1,3,4,2,3,1,2,4,2,1,1,3,4,3,1,2,4,4,3,4,5,3,3,4,4,4,4,1,4,5,6,1,3,4,1,1,6,24,1,1,0,1,0,0,0,0,0,0,0,2,3.4375,7,3.2,4.83333333333333,3.90909090909091,1,2,3,5,3,2,29,5,5,1,0,9,1,0,5,3,10
R_52tk7CdA86IcmAR,2,1,6,6,1,6,1,4,1,1,1,1,1,4,4,4,3,3,5,31,30,0,12,3,4,3,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,24,1,1,0,0,1,0,0,0,0,0,0,2,3.3125,14,4.1,3.83333333333333,2.63636363636364,0,0,2,2,1,2,23.5,23.5,5.5,.234042553191489,3,10,2,0,0,0,8
R_3OVkdGNBL3SM76W,2,4,7,7,7,1,1,7,1,1,7,1,7,5,5,3,5,3,5,43,10,5,14,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,26,1,1,0,0,0,1,0,0,0,0,0,2,2.9375,2,3.9,4.33333333333333,4.27272727272727,0,0,0,0,0,1,7.5,7.5,6.5,.866666666666667,0,0,0,3,0,0,4
R_11o4WShBuS5a3Zc,2,3,3,7,4,6,7,2,2,1,7,1,1,3,2,4,3,4,3,2,16,30,12,4,2,3,1,1,3,1,2,1,1,4,2,2,3,2,3,1,4,2,2,3,5,2,4,4,4,2,3,1,2,3,1,3,2,3,1,3,4,5,5,4,4,5,4,1,6,6,24,1,1,0,1,0,0,0,0,0,0,0,3,2.6875,10,4.4,3.16666666666667,3.72727272727273,2,1,3,4,2,2,31,7,5.5,.785714285714286,1,6,1,3,2,1,12
R_1y3ZMPXvCsKnC5R,2,3,5,5,7,7,7,6,5,5,6,7,6,4,4,5,5,4,5,10,10,25,14,2,4,4,2,1,1,1,3,4,4,3,2,3,2,2,2,4,3,5,5,3,2,5,5,5,4,1,1,3,2,3,4,4,3,2,4,3,3,3,4,4,3,1,4,5,4,5,24,1,1,0,0,1,0,0,0,0,0,0,4,3.1875,17,3.6,4.5,6,1,1,1,2,1,1,24,24,6.5,.270833333333333,3,15,2,2,3,2,12
R_7S2fwD4bZFbAmB3,2,2,2,7,4,5,2,7,2,2,2,1,7,6,5,4,2,3,6,10,25,33,12,4,4,1,1,1,1,1,4,1,1,1,1,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,2,1,2,1,1,1,1,1,3,4,3,2,4,27,1,1,0,0,0,1,0,0,0,0,0,3,3,25,2.1,4.33333333333333,3.72727272727273,3,2,3,5,3,2,31.5,7.5,5.5,.733333333333333,2,6,1,0,2,1,12
R_5I0jCwOOms4n1p0,2,3,6,7,7,7,7,7,7,7,7,7,7,4,5,5,4,4,4,8,6,60,9,3,3,3,3,4,3,4,4,3,3,3,3,2,2,4,4,4,2,4,4,3,4,4,4,4,4,3,3,2,3,3,4,3,2,4,4,4,4,4,2,3,4,4,3,4,3,4,29,1,1,0,0,1,0,0,0,0,0,0,4,3.4375,18,3.5,4.33333333333333,6.90909090909091,1,2,2,4,2,3,23,23,4,.173913043478261,3,21,3,2,3,2,16
R_3ewSnspUnDP631d,2,3,6,7,6,6,5,6,6,5,5,1,7,1,1,5,6,6,1,46,18,25,13,3,2,4,1,1,2,3,1,2,1,2,3,3,1,3,4,2,2,3,2,3,3,1,5,4,2,5,4,2,5,3,1,5,4,4,5,3,6,1,6,6,1,1,6,6,6,6,27,1,1,0,0,1,0,0,0,0,0,0,2,3.5,12,4.5,3.33333333333333,5.45454545454545,0,1,2,3,2,1,10,10,6,.6,3,8,1,1,4,2,10
R_1QGSriBvqBciEgn,2,2,4,6,5,6,7,6,6,6,6,7,6,4,6,6,5,6,4,5,16,3,14,1,1,1,1,1,2,1,1,1,1,3,4,2,2,1,1,1,3,3,3,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,6,3,3,5,6,1,5,3,26,1,1,0,1,0,0,0,0,0,0,0,2,1.25,9,3.7,5.16666666666667,5.90909090909091,1,0,0,0,0,1,29.5,5.5,6.5,1.18181818181818,0,1,1,2,4,2,7
R_3zYXKDFFxyDI4oi,2,1,3,6,6,6,1,3,4,2,6,1,1,5,6,4,4,1,2,45,13,10,16,2,1,3,1,1,3,3,1,1,1,1,1,2,2,2,2,1,2,1,2,1,4,3,2,3,4,2,3,4,2,1,1,3,2,1,1,2,3,6,1,2,5,1,2,3,5,1,18,1,1,0,0,0,1,0,0,0,0,0,2,2.375,4,2.9,3.66666666666667,3.54545454545455,1,0,1,1,1,0,8,8,7.5,.9375,0,6,1,0,1,1,4
R_6IoT5lTiON0zZu1,2,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,20,14,3,3,2,4,3,3,2,2,4,1,1,1,2,2,2,2,2,3,2,1,2,2,3,3,3,2,3,3,2,1,1,3,2,1,2,1,2,1,1,1,1,1,1,1,6,1,1,29,1,1,0,1,0,0,0,0,0,0,0,3,2.125,7,1.5,1,1.45454545454545,1,1,2,3,2,1,30.5,6.5,6.5,1,0,15,2,0,1,1,7
R_3co9TJMDXkZb5df,2,3,7,7,1,7,1,1,1,1,1,1,7,4,4,4,4,4,4,44,13,10,17,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,30,1,1,0,1,0,0,0,0,0,0,0,3,1,2,4,4,3.18181818181818,1,0,0,0,0,0,8.5,8.5,8,.941176470588235,0,0,0,0,0,0,1
R_7s1wh0CSyPuHz5n,2,1,6,4,1,1,1,3,2,1,1,1,3,4,4,4,4,5,2,47,15,10,15,1,2,4,1,4,3,3,1,4,1,4,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,5,4,3,2,3,1,5,4,29,1,1,0,0,1,0,0,0,0,0,0,3,1.4375,3,2.9,3.83333333333333,2.18181818181818,1,0,0,0,0,0,8,8,7,.875,0,14,2,3,0,0,6
R_5F0jrTA2lwxy6FX,2,4,1,4,2,1,6,1,1,1,7,1,5,4,3,1,4,5,2,2,13,30,12,1,2,3,1,1,3,1,1,1,1,1,1,2,2,2,2,1,3,3,1,2,2,5,1,2,3,3,3,1,1,1,1,2,3,1,1,1,1,1,2,1,3,1,2,1,4,4,18,1,1,0,0,0,1,0,0,0,0,0,2,1.9375,7,2,3.16666666666667,2.72727272727273,1,1,0,1,1,2,29.5,5.5,5.5,1,0,5,1,0,1,1,6
R_1GOKtjGx0FbY1qH,2,3,1,7,2,2,1,1,1,1,1,1,1,1,5,4,4,4,4,2,22,40,18,4,3,3,4,2,4,4,3,3,1,1,1,1,2,4,2,1,4,1,2,2,2,4,5,4,4,5,5,5,2,4,4,4,4,3,5,5,3,4,5,5,6,3,3,5,5,5,22,1,1,0,0,1,0,0,0,0,0,0,2,4.0625,9,4.4,3.66666666666667,1.72727272727273,1,2,3,5,3,0,34,10,8.5,.85,0,18,2,0,0,0,6
R_5Lu7vsO3AO3O3EM,2,3,6,6,1,6,6,1,1,1,6,1,1,4,4,4,5,4,5,31,29,20,25,3,2,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,2,2,1,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,2,1,19,1,1,0,1,0,0,0,0,0,0,0,2,1.5,2,1.6,4.33333333333333,3.27272727272727,1,1,2,3,2,0,23,23,12,.521739130434783,3,3,1,2,0,0,9
R_6rZsypY9KRmsmzP,2,3,6,6,3,3,1,6,3,1,6,1,6,1,1,1,1,1,1,45,10,5,17,1,1,1,4,1,1,4,1,4,1,1,1,1,2,1,1,2,3,2,1,1,1,3,3,1,5,4,2,1,1,1,1,3,1,1,1,3,1,6,4,3,2,6,3,1,6,4,29,1,1,0,0,1,0,0,0,0,0,0,6,2,4,3.6,1,3.81818181818182,1,0,0,0,0,0,6.5,6.5,8,1.23076923076923,0,9,1,0,0,0,2
R_1dVLzUk17y12zst,2,1,5,7,1,1,1,4,1,2,5,1,1,6,6,6,6,6,6,5,19,45,14,3,3,2,1,1,1,1,2,1,1,2,1,3,2,3,3,1,3,1,1,2,1,2,4,5,3,5,5,2,3,3,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,29,1,1,0,0,1,0,0,0,0,0,0,2,2.625,7,1.3,6,2.63636363636364,1,2,2,4,2,1,31,7,6.5,.928571428571429,0,4,1,1,2,1,7
R_6plOuqIgHJsP3QG,2,1,5,4,2,1,1,4,1,1,1,1,1,6,6,6,6,6,6,43,16,90,11,4,4,1,1,1,3,3,1,1,1,1,1,3,4,3,3,3,5,3,4,3,2,1,1,4,1,4,4,5,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,4,2,30,1,1,0,1,0,0,0,0,0,0,0,2,1.875,17,2,6,2,3,3,3,6,3,2,10.5,10.5,5,.476190476190476,3,7,1,0,2,1,13
R_77y4eH7PjpHcr3K,2,3,2,7,7,7,1,7,4,4,1,1,2,4,4,5,5,4,4,43,18,25,17,3,4,4,3,4,3,2,3,3,3,2,4,3,1,3,4,3,3,4,3,4,4,3,4,3,5,4,3,4,3,3,3,4,3,2,3,3,4,5,5,4,5,4,5,5,5,4,26,1,1,0,0,1,0,0,0,0,0,0,2,3.375,17,4.6,4.33333333333333,3.90909090909091,0,1,2,3,2,0,11.5,11.5,8,.695652173913043,2,20,3,1,5,3,11
R_31jaWknGnSnQwRy,2,2,6,6,2,5,6,2,2,2,2,1,7,5,4,2,2,5,1,2,17,60,14,1,3,1,2,3,2,3,3,2,2,3,3,2,2,5,2,5,5,4,2,1,2,4,2,3,2,4,3,3,3,2,3,3,4,4,3,4,3,4,5,1,5,4,4,2,4,3,30,1,1,0,0,1,0,0,0,0,0,0,2,3.0625,17,3.5,3.16666666666667,3.72727272727273,1,2,0,2,1,1,31.5,7.5,6.5,.866666666666667,0,12,2,2,3,2,9
R_1NqpPPYIUdVGqHf,2,2,4,4,4,2,2,3,4,4,2,3,3,6,6,6,6,6,6,45,9,40,15,4,4,3,3,2,3,3,4,4,4,4,4,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,22,1,1,0,0,1,0,0,0,0,0,0,6,5,12,5.8,6,3.18181818181818,0,2,3,5,3,0,6,6,7,1.16666666666667,0,21,3,3,4,2,11
R_62nd0Icq01wsZ6X,2,2,1,2,4,7,6,1,1,1,6,1,3,1,3,1,6,6,3,5,8,30,7,1,4,2,4,4,3,3,3,3,3,1,2,2,4,3,2,2,3,1,1,1,5,5,5,5,5,5,5,2,1,1,1,2,1,1,1,5,4,3,3,2,1,6,1,3,3,3,18,1,1,0,0,1,0,0,0,0,0,0,2,3.125,6,2.9,3.33333333333333,3,3,1,0,1,1,3,25.5,1.5,3,2,0,20,3,0,2,1,11
R_6Dpx6ugL2vomkDP,2,2,7,6,5,5,6,6,4,6,6,6,4,5,5,5,5,5,5,3,9,37,9,2,3,4,3,2,3,3,3,3,3,2,3,2,2,3,3,4,4,1,3,2,3,4,4,4,3,5,4,3,3,2,4,4,3,1,4,4,4,4,4,3,5,5,4,4,3,5,22,1,1,0,0,0,1,0,0,0,0,0,3,3.4375,13,4.1,5,5.54545454545455,1,2,1,3,2,3,27,3,4,1.33333333333333,0,18,2,1,3,2,11
R_67g9HaO8xHVtk8k,2,3,6,6,5,1,1,6,1,5,3,1,7,4,5,4,4,4,4,1,8,10,7,2,2,3,2,2,3,2,2,4,3,3,3,2,2,3,3,3,2,2,4,4,4,3,4,3,3,3,3,3,1,1,3,3,3,1,4,4,5,5,4,5,5,5,4,3,4,3,26,1,1,0,1,0,0,0,0,0,0,0,2,2.875,14,4.3,4.16666666666667,3.81818181818182,1,0,1,1,1,3,27.5,3.5,3,.857142857142857,0,14,2,2,3,2,11
R_6pKfDrjCtgTBOvY,2,2,1,6,6,6,1,2,1,2,6,1,1,3,4,3,3,3,3,1,14,0,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,1,1,0,0,1,0,0,0,0,0,0,4,1.25,0,1.6,3.16666666666667,3,0,0,0,0,0,0,30.5,6.5,11.5,1.76923076923077,0,0,0,0,0,0,0
R_6q84wMpyBF1O1yS,2,3,1,7,7,7,7,1,1,1,7,1,3,6,6,6,6,6,1,4,12,50,11,1,4,3,3,4,2,4,1,3,1,1,1,1,1,3,2,5,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,6,6,2,5,24,1,1,0,0,1,0,0,0,0,0,0,3,3,15,3.9,5.16666666666667,3.90909090909091,0,2,0,2,1,2,28,4,5,1.25,0,16,2,0,0,0,5
R_6eOESTi1Qg6So5T,2,4,7,7,1,1,1,1,5,1,1,1,1,3,1,1,3,1,1,4,15,5,13,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,3,3,3,3,4,4,29,1,1,0,0,1,0,0,0,0,0,0,2,1.375,0,3.6,1.66666666666667,2.45454545454545,0,0,0,0,0,1,29.5,5.5,6,1.09090909090909,0,5,1,0,0,0,2
R_6vGC7cu3BSEhOYV,2,4,6,6,2,3,6,1,1,4,1,1,6,2,2,3,3,3,3,46,12,30,16,2,3,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,3,3,2,2,1,3,2,3,2,2,2,2,1,1,1,2,1,1,1,1,4,2,5,3,3,5,4,2,3,3,27,1,1,0,1,0,0,0,0,0,0,0,4,1.625,7,3.4,2.66666666666667,3.36363636363636,2,1,1,2,1,0,7,7,7.5,1.07142857142857,0,5,1,0,0,0,4
R_3FPrTol2CkMUwvT,2,4,1,6,6,5,6,6,6,6,6,1,6,2,3,3,4,5,5,7,9,20,21,2,3,2,2,2,3,2,3,4,2,1,1,2,1,3,3,5,3,4,4,3,4,4,4,4,4,3,3,2,3,4,4,4,2,1,3,3,3,3,3,4,4,5,4,6,4,2,18,1,1,0,1,0,0,0,0,0,0,0,2,3.25,18,3.8,3.66666666666667,5,0,1,1,2,1,0,25,1,10,10,0,14,2,0,1,1,4
R_7Hn3QbdoQB1Ay2K,2,1,6,6,3,6,1,1,1,1,1,1,7,2,1,2,2,1,1,45,15,30,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,24,1,1,0,0,1,0,0,0,0,0,0,2,1.125,1,1.4,1.5,3.09090909090909,0,1,0,1,1,3,9,9,2,.222222222222222,3,0,0,0,0,0,7
R_53pXRmr42FdSoOH,2,2,1,6,1,1,3,5,3,3,4,4,2,4,4,3,3,2,3,11,19,24,8,3,2,1,1,3,2,1,4,3,3,1,3,2,3,3,2,3,5,3,4,3,3,3,4,3,4,3,3,2,4,3,5,4,4,4,2,4,3,3,2,4,4,5,3,4,2,4,22,1,1,0,1,0,0,0,1,0,0,0,4,3.4375,16,3.4,3.16666666666667,3,2,1,2,3,2,3,28,4,3.5,.875,0,11,2,0,3,2,11
R_3zNOqV7Fghm4a7o,2,4,1,7,7,7,2,1,1,1,1,1,5,5,6,6,6,6,6,3,13,45,10,4,4,2,1,1,1,3,1,1,1,1,3,4,1,5,4,5,3,4,1,4,4,5,4,5,5,2,5,4,4,3,5,5,5,5,2,5,5,6,6,5,5,6,6,6,5,6,24,1,1,0,0,1,0,0,0,0,0,0,2,4.25,19,5.6,5.83333333333333,3.09090909090909,0,2,3,5,3,3,29,5,4.5,.9,0,6,1,0,5,3,10
R_7mX0fTdtnTA1O8N,2,4,1,4,7,7,2,3,1,1,7,1,1,3,4,2,5,3,2,1,10,2,9,1,1,1,1,4,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,2,4,3,3,4,2,3,4,3,2,4,2,2,3,3,3,3,3,5,4,4,2,2,3,4,4,23,1,1,0,0,0,1,0,0,0,0,0,4,2.9375,1,3.4,3.16666666666667,3.18181818181818,0,0,0,0,0,3,28.5,4.5,4,.888888888888889,0,5,1,0,2,1,5
R_5nU8c9giPY4snm8,2,1,2,2,4,5,3,3,4,2,4,2,2,4,6,3,4,4,3,1,3,1,3,2,2,3,3,1,2,2,3,4,4,2,1,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,1,2,3,1,1,2,2,2,3,4,2,4,4,3,4,3,3,2,20,1,1,0,0,1,0,0,0,0,0,0,1,2.125,10,3.2,4,3,1,0,1,1,1,3,25,1,1,1,0,15,2,1,1,1,9
R_5pJ9TeddIlBVWxP,2,3,4,6,3,4,6,6,1,5,1,1,1,3,3,3,3,3,3,21,15,45,16,3,3,2,2,2,3,3,3,2,1,1,1,2,2,2,3,3,3,1,2,2,3,2,2,3,3,2,2,2,2,2,2,1,1,1,2,1,5,4,3,4,4,2,4,2,5,4,24,1,1,0,1,0,0,0,0,0,0,0,3,1.9375,9,3.7,3,3.45454545454545,1,2,2,4,2,0,21,21,7.5,.357142857142857,3,12,2,0,1,1,9
R_1RBtwny1Y0ed51T,2,4,7,5,2,2,1,2,2,2,2,1,6,3,4,3,1,3,6,7,20,25,14,3,2,1,1,4,3,1,3,2,2,4,1,2,2,3,1,2,3,2,2,2,4,5,3,4,5,5,5,4,3,2,1,2,1,2,1,2,2,3,3,2,3,2,3,2,4,4,30,1,1,0,1,0,0,0,0,0,0,0,3,3.0625,8,2.8,3.33333333333333,2.90909090909091,1,1,2,3,2,1,30.5,6.5,6.5,1,0,10,2,3,1,1,10
